forum_id	forum_title	forum_keywords
80	Weight Loss Alternatives Help	weight loss surgery, weight loss programs, dietary supplements, HCG, B12 Shot, B12, Effexor, Lexapro, weight loss, MedHelp, forum, community, HCG shots	MedHelp's Weight Loss Alternatives Help Forum. This forum is for help, questions and support regarding Weight Loss Alternatives
813	Angina Help	Heart Disease, Heart Rhythm, PAD	MedHelp's Angina Help Forum. This forum is for help, questions and support regarding Angina
818	Mood Disorders Help	None	MedHelp's Mood Disorders Help Forum. This forum is for help, questions and support regarding Mood Disorders
81	Women's Health Help	Bone Health, Cancers, Genetic Testing, Heart, Infectious Diseases, Issues at Work, Mammograms, Reproductive Health, Sexuality, Sexual Violence, MedHelp, forum, communities, support, women, female, Women's Health	MedHelp's Women's Health Help Forum. This forum is for help, questions and support regarding Women's Health
82	Maternal & Child Help	Breast Feeding, Childhood Disease, Colic, Child Discipline, Immunization, Lactation, Newborn Care, Post Partum, SIDS, Sudden Infant Death Syndrome, Special Needs Child, implantation bleeding, MedHelp, Forum, Community, newborns, pregnant, miscarriage	MedHelp's Maternal & Child Help Forum. This forum is for help, questions and support regarding Maternal & Child
843	News from the past to the future to share and discuss	None	MedHelp's News from the past to the future to share and discuss Help Forum. This forum is for help, questions and support regarding News from the past to the future to share and discuss
845	Hospice  Help	Bereavement Care, Coordination of Care, End of Life Care, Family Support, Home Care, Inpatient Care, Insurance Issues, Pain Control, Respite Care, Spiritual Care, Symptom Control, When to Call Hospice	MedHelp's Hospice  Help Forum. This forum is for help, questions and support regarding Hospice
84	Children	Learning & Education, Motor & Movement, Neurological Brain Injury,  Premature Birth, Sensory Integration, Speech & Communication, Vision Impairment, MedHelp, Forum, Communities, Special Needs, Children	MedHelp's Children - Special Needs Help Forum. This forum is for help, questions and support regarding Children - Special Needs
85	Autism Help	ADHD, Antisocial Personality Disorder, Blindness, Bullying, Causes of Autism, Autism Therapies, Clinical Depression, Deafness, Dyslexia, Isolation, Mental Retardation,  Social Alienation, MedHelp, Forums, Communities, Support, Children with Autism	MedHelp's Autism Help Forum. This forum is for help, questions and support regarding Autism
86	Complementary Medicine Help	acupuncture, chiropractic, dietary supplements, herbal remedies, homeopathy,  naturopathic medicines, naturopathic treatments, MedHelp, forum, Communities, Complementary Medicine, Alternative Medicine	MedHelp's Complementary Medicine Help Forum. This forum is for help, questions and support regarding Complementary Medicine
88	Addiction: Social Help	drugs, prescription drugs,addiction, addiction recovery, tapering, cold turkey,withdrawal symptoms, MedHelp, Forums, Support, Communities, Tramadol, Suboxone, Percocets, Methadone, Heroine, Pills, Oxycontin, Thomas Recipe	MedHelp's Addiction: Social Help Forum. This forum is for help, questions and support regarding Addiction: Social
89	Pregnancy 35+ Help	Alcohol/Drugs, Bleeding, Caesarean Section, Childbirth, Diabetes, Depression, Fetal Monitoring, Genetic Testing, Hormonal Changes, Labor, Lamaze, Morning Sickness, Nutrition, Parenting, Prenatal Care, Weight gain, MedHelp, Forum, Communities	MedHelp's Pregnancy 35+ Help Forum. This forum is for help, questions and support regarding Pregnancy 35+
8	Pocket Pets & Small Animals Help	veterinarian, pets, pet health, dogs, cats, sick pet, birds, small animals, large animals,MedHelp, Forum, Vet, Communities, reptiles, fish	MedHelp's Pocket Pets & Small Animals Help Forum. This forum is for help, questions and support regarding Pocket Pets & Small Animals
904	Chemotherapy  Help	Blood Tests, Bone Issues, Brain Issues, Complications,Dental Issues, Eye Disorders, Fatigue, Gastrointestinal Issues, Heart Issues, Infertility,  Kidney Issues, Liver Issues,Living with Chemo, Long-term Effects, Lung Issues, Lymphedema, Memory Problem	MedHelp's Chemotherapy  Help Forum. This forum is for help, questions and support regarding Chemotherapy
905	Radiology  Help	Angiogram, Arthrography, Biopsy - Radiology Guided, Bone Density, Brachytherapy, Cancer Therapy, Chemoembolization, Cryotherapy, CT Scan, DEXA Scan,Ductography External Beam Therapy, Gama Knife, Intravenous Pyelogram (IVP),Kyphoplasty, MammographyMRA,	MedHelp's Radiology  Help Forum. This forum is for help, questions and support regarding Radiology
909	Radiology Help	Breast Imaging, CT/CAT Scan, Mammography, MRI, Nuclear Medicine, Radiation Therapy, Ultrasound, X-rays	MedHelp's Radiology Help Forum. This forum is for help, questions and support regarding Radiology
90	Eye Care Help	cataracts, glaucoma, retinal detachment, eye infections, misaligned eyes, intra-ocular implants, LASIK, CK, glasses, contact lens, amblyopia, eye injuries, dry eyes, ocular allergy, eye pain, poor eyesight, MedHelp, AAO, Forum, Ask a Doctor, American Acad	MedHelp's Eye Care Help Forum. This forum is for help, questions and support regarding Eye Care
913	Arteriovenous Malformation (AVM) Help	Causes, Complications, Diagnosis, Living With Issues, Prognosis, Research, Risk Factors, Symptoms, Treatment, Warning Signs	MedHelp's Arteriovenous Malformation (AVM) Help Forum. This forum is for help, questions and support regarding Arteriovenous Malformation (AVM)
914	Ataxia Help	Causes, Complications, Diagnosis, Living With Issues, Prognosis, Research, Risk Factors, Treatment, Warning Signs	MedHelp's Ataxia Help Forum. This forum is for help, questions and support regarding Ataxia
91	Heart Rhythm Help	arrhythmia, irregular heartbeat, implanted defibrillators, pacemakers, tachycardia, PVCs, PVC, Heart Rhythm, Ask a Doctor, MedHelp, Forums, Communities, Doctor	MedHelp's Heart Rhythm Help Forum. This forum is for help, questions and support regarding Heart Rhythm
925	Atrial Septal Defect (ASD) Help	None	MedHelp's Atrial Septal Defect (ASD) Help Forum. This forum is for help, questions and support regarding Atrial Septal Defect (ASD)
926	Brain (Cerebral) Aneurysm Help	None	MedHelp's Brain (Cerebral) Aneurysm Help Forum. This forum is for help, questions and support regarding Brain (Cerebral) Aneurysm
927	Myositis Help	None	MedHelp's Myositis Help Forum. This forum is for help, questions and support regarding Myositis
929	von Willebrand Disease Help	None	MedHelp's von Willebrand Disease Help Forum. This forum is for help, questions and support regarding von Willebrand Disease
92	Heart Rhythm Help	arrhythmia, irregular heartbeat, implanted defibrillator, pacemakers, tachycardia, PVCs, PVC, Heart Rhythm, MedHelp, Forums, Communities	MedHelp's Heart Rhythm Help Forum. This forum is for help, questions and support regarding Heart Rhythm
930	Blood Disorders Help	None	MedHelp's Blood Disorders Help Forum. This forum is for help, questions and support regarding Blood Disorders
93	Men's Health Help	Birth Control, Cancer, Circumcision, Erectile Dysfunction, Hair Loss, Impotence, Infertility, Parenting, Penis Disorders, Prostate, Relationships, STD's, Testicular Disorders, Vasectomy, ED, Impotence, MedHelp, Forum	MedHelp's Men's Health Help Forum. This forum is for help, questions and support regarding Men's Health
943	Pediatric Transplant Help	None	MedHelp's Pediatric Transplant Help Forum. This forum is for help, questions and support regarding Pediatric Transplant
947	Nephrotic Syndrome  Help	None	MedHelp's Nephrotic Syndrome  Help Forum. This forum is for help, questions and support regarding Nephrotic Syndrome
94	Ovarian Cancer Help	Biopsy, Chemotherapy, Clinical Trials, Genetics, Hysterectomy,Immunotherapy, Ovarian Cancer Types, Radiation Therapy, Risk Factors, Screening, Staging, Surgery, Ovarian Cancer, Cancer, MedHelp, Forum, Communities	MedHelp's Ovarian Cancer Help Forum. This forum is for help, questions and support regarding Ovarian Cancer
95	Undiagnosed Symptoms Help	Breathing Difficulties, Feeling Cold, Cough, Diarrhea, Dizzy, Fainting, Fever, Indigestion, Itching, Nausea, Numbness, Pain (chronic), Paralysis, Rash, Sweating, Swelling, Urination Problems, Vomiting, Forum, MedHelp, Communities	MedHelp's Undiagnosed Symptoms Help Forum. This forum is for help, questions and support regarding Undiagnosed Symptoms
96	Fertility / Infertility / IVF Help	Egg Quality, Fertility Drugs and Side Effects, Fertility Tests, Genetic Testing , In-vitro Fertilization, Infertility, Ovulation, Relationship Issues, Risk Factors, Sperm Count/Quality, Surgery, Fertility, Infertility, MedHelp, Forum	MedHelp's Fertility / Infertility / IVF Help Forum. This forum is for help, questions and support regarding Fertility / Infertility / IVF
97	HIV, Living With Help	HIV, Safe Sex, HIV Infection, HHH, Hunter Handsfield, Window Period, Anxiety, unprotected sex, Ask a Doctor, MedHelp, HIV Forum, Forum, AIDs, Community, Living with HIV	MedHelp's HIV, Living With Help Forum. This forum is for help, questions and support regarding HIV, Living With
981	Gastrointestinal Stromal Tumor Community (GIST) Help	CausesClinical trialsComplicationsCurrent TreatmentsDiagnosisEmerging TreatmentsFamily issuesGenetic factorsPrognosisResearchRisk factorsSchool / work issuesSymptomsWarning signs	MedHelp's Gastrointestinal Stromal Tumor Community (GIST) Help Forum. This forum is for help, questions and support regarding Gastrointestinal Stromal Tumor Community (GIST)
98	STDs Help	Chlamydia, Crabs, Gonorrhea, Hepatitis (viral), Herpes, HPV, Molluscum Contagiosum, PID, Rectal Infections, Syphilis,  Trichomonas, Warts, Yeast Infection, Lice, STD symptoms, STD Treatments, STDs, STD, Sexually Transmitted Diseases, Forum, STD Forum	MedHelp's STDs Help Forum. This forum is for help, questions and support regarding STDs
990	Acute Lymphoblastic Leukemia Help	None	MedHelp's Acute Lymphoblastic Leukemia Help Forum. This forum is for help, questions and support regarding Acute Lymphoblastic Leukemia
994	Brain, Pituitary and Skull Base Tumor Forum Help	None	MedHelp's Brain, Pituitary and Skull Base Tumor Forum Help Forum. This forum is for help, questions and support regarding Brain, Pituitary and Skull Base Tumor Forum
99	Asthma and Allergy Help	National Jewish Medical & Research Center, National Jewish, Allergies, Asthma, Chronic Cough, Sinusitis, Respiratory Disorders, Inhalers, Breathing Disorder, Ask a Doctor, Doctor, Forum, Communities, MedHelp	MedHelp's Asthma and Allergy Help Forum. This forum is for help, questions and support regarding Asthma and Allergy
9	Reptiles & Amphibians Help	veterinarian, pets, pet health, dogs, cats, sick pet, birds, small animals, large animals,MedHelp, Forum, Vet, Communities, reptiles	MedHelp's Reptiles & Amphibians Help Forum. This forum is for help, questions and support regarding Reptiles & Amphibians
