group_id_text	group_name	group_type	group_keyword	group_members	group_description
suicidal_feelings	Suicidal feelings	Public	 Mental/Emotional Health 	144	When something happens in your life and it is too much to handle mentally and physically and you just don't want to feel it anymore.
suffer_of__the_suffering	Suffer of  the suffering	Public	 Mental/Emotional Health 	3	This not a group for those with chronic pain but those who live with those people. This is for us to get out our anger, our frastation, and to help other understand. My mother has RA and its changed our life and at times it frastrating. Shes hurting and i cant do nothing about and at times i just dont understand so thats who this group is for.
supraventricular_tachycardia	Supraventricular tachycardia	Public	 Heart 	53	Symptoms of Supreventricular Tachycardia also know as SVT can come on suddenly and can go away without treatment. Episodes of SVT are caused for a reason other than stress, exercise or emotion. They can last a few minutes or as long as 1 or 2 days, sometimes continuing until treated. The rapid beating of the heart during SVT can make the heart a less effective pump so that the cardiac output is decreased and the blood pressure drops. The following symptoms are typical with a rapid pulse of 150â251 beats per minute:Pounding chestShortness of breathChest painRapid breathingDizzinessLoss of consciousness (in serious cases)Numbness of various body partsIf you have SVT this group is for you.
support_for_moms_dealing_with_addicted_children_young_adults	Support for moms dealing with addicted children/young adults	Public	 Addiction 	8	Support group for  helping moms cope in times of distress with children/young adults who are addicts. Asking questions and giving advice on what has helped in their situation.
tea_time_cafe	Tea Time Cafe	Public	 MedHelp General 	18	Grab a drink and come to a place were you can chat about whatever. You want to tell a story go ahead. You wish to vent be my guest.Want to talk current events well come right in :D . If you dont drink tea im sure we can find you some java.
tachycardia	tachycardia	Public	 Diabetes 	3	for all people intrested, you can post what ever you feel or want to say.
support_for_family_members_and_friends_of_addicts	Support for Family Members and Friends of Addicts	Public	 Addiction 	30	This forum is for people who are trying to help family members or friends with their addiction problems. It is a way to share experiences and to exchange information related to your experiences with helping an addict in their recovery efforts. It is also a place for people with addiction (alcohol, drugs etc.) issues to ask for advice and help.
teen_anxiety	Teen Anxiety	Public	 Mental/Emotional Health 	30	Teens have anxiety too, so if your teen is suffering from anxiety make them write down a question and see if your fellow community can answer it or if you have any questions on how to help your teen ask now not later.
teen_help	teen help	Public	 Diabetes 	5	This group is for teens that need or want help for anything even school.
annawilliams	Support Anna Williams Heart Surgery	Public	 Heart 	2	My daughter, Anna has spent the last 11 years of her life struggling with every medical condition under the sun from cancer to septic blood infections. For the past year and a half her atrial fibrillation has caused her to be confined to the home nearly every day. She cannot drive, work a normal job, or go out and do anything that a healthy 28 year old woman should be able to do. Her insurance has decided not to cover the Radio Frequency Ablation procedure that she desperately needs to stop the persistent tachycardia and abnormal rhythms. They have deemed it unnecessary as there are drug therapies such as beta blockers and cardiac glycosides that may also control the problem. She has tried all of these drug therapies and they have either done nothing or made her sicker; even causing secondary problems for which she will also eventually need surgery to correct as well. Please help me in raising the funds to help her get back on her feet. With this simple day patient procedure it could give her a new life. With the current condition she has there is a huge risk or heart failure, stroke, and embolism. We would greatly appreciate your help in getting these weighty issues off our minds so that we may move on with our lives. Thank you for your kindness and understanding in advance.http://anna-heartsurgery.yolasite.comThank you and God bless you,Paul and family
taking_my_life_back	Taking my life back	Public	 MedHelp General 	14	When things seem to go wrong and you feel you can never let go. Always remembering the pain as if it were yesterday, crying days upon days and harming yourself whenever a thought flashes across your mind. It seems that no matter how much we do, how much we say death seems like the only and perfect solution. I am here to say NO! You do matter you are important and this group serves to offer empowerment and strength that you already have. It's take to time your life back from abusers, rapists, alcohol, drugs, diseases and all who have helped to destroy it. No more abuse!
symptomology	Symptomology	Public	 MedHelp General 	1	In this group,we can be aware of giving needed details during a clinical session on a Doctor-Patient interaction.The questions interrogated by the Doctors and the way of approach to diagnoses.Most of us often get nervous about our health condition and are not so sure of what is important to manage a health condition.In this group,we can share experiences of clinical sessions and expect a rightful management for general and critical health problems.
suffering_from_hyperhidrosis	Suffering from Hyperhidrosis	Public	 Neurology 	2	For those who suffer from excessive sweating. Questions, Answers, Support and options for treatment.
suicidal_thoughts_	suicidal thoughts 	Public	 Mental/Emotional Health 	1	anyone that have suicidal thoughts and need to talk to someone like me because i have suicidal thoughts and thought i could start a group to help others and help myself
suboxone_free_club	Suboxone Free Club	Public	 Addiction 	5	A place to help get free of suboxone
subutex	Subutex/Buprenorphine - For those Allergic/Sensitive to Naloxone	Public	 Addiction 	1	This groups' purpose is to provide as many resources as necessary for addicts that cannot take Suboxone. The aim is to also aid one another in locating Physicians/Treatment Centers - known to prescribe Subutex/Buprenorphine - as an alternative to Suboxone, for those in need. By conveying useful links: forums, blogs, personal journals, professional sites and whatever else, we can more successfully locate treatment for anyone who is interested in Subutex (Buprenorphine without Naloxone).
tc_with_thyroid_disease	tc with thyroid disease	Public	 Pregnancy 	1	i have been tryna get pregnant for 2 years with thyroid disease. i have had several chemical pregnancies with no real luck yet
support_for_adoptees	Support for adoptees	Public	 MedHelp General 	1	After looking for a board for adult adoptee's who are struggling with the "not knowing", I decided to start this board.  I know there have to be other people out there having the same issues I am.  This is meant to be about all things for adoptees.  All issues, all thoughts, pertaining to being an adopteee.
techniques_to_cope_with_chronic_pain	Techniques to Cope With Chronic Pain	Public	 Pain 	1	I am on my fifth day of withdrawal (c/t) from tramadol. I am determined to never take an addictive drug again for my pain. The tolerance just builds up too fast because my pain is chronic. So I am seeking, as I know others here are, to find natural alternatives to deal with the pain. Today I am going walking with a friend. I am also going to try deep breathing techniques. I'll let you know how this goes. By the way I have herrington rods in my spine from thoracic area down, so yoga isn't practical. Please everyone feel free to contribute and share ways you are coping with your pain minus addictive drugs.
success	Success	Public	 Healthy Living 	3	This is a group established to help people utilize their creative talents. I believe many of the ills in society today as with anxiety, stress, personality disorders and other fears stem from not utilizing the creative side of their minds. Imagination is a key to healthy living. Here we can discuss ideas, product development, the Patenting process and other ways to add financial stability to every day living.
surviving_a_lawsuit	Surviving a Lawsuit	Public	 MedHelp General 	1	Lawsuits are stressfull, long and expensive. The thought of losing your life savings defending yourself is enough to put you over the edge. How do you deal with that kind of stress over a long period.
surgical_repair_of_lymphatic_system	Surgical repair of lymphatic system	Public	 Women's Health 	1	Open discussion regarding repair to lymphatic system - post major surgeries.
the_pasture_2_0	The Pasture 2.0	Public	 Children's Health 	38	Here is The Pasture 2.0, for the old cows here on Medhelp both from the original pasture and the ones who never made it over.
teen_social_group	Teen Social Group	 Private 	 MedHelp General 	75	This is a group for Teenagers to get together and chat about games, music, sports, college, and any other thing happening in their daily lives. :)
the_300	the 300	Public	 Healthy Living 	1	A group for those individuals who weigh more than 300 pounds who are trying to stay healthy through lifestyle changes which include nutrition and exercise. This is a group of empowerment, enrichment, and enlightenment.
the_dependants	The dependants	Public	 MedHelp General 	2	This is a group for spouses of miltary men and women!!! The so called dependants are recognized as just that through miltary personal. I think we stand for more. We (Dependants) are here to wipe tears and take care of the family when our loved ones are gone due to deployment or training! I'm hoping to meet other women and men just like me who love being a military wifey at least for me but you may be a military hubby!!!! So welcome and please please share your thoughts and feelings since we are all family.....Ooh Rah!!!! Hoo Rah!!!
teen_mothers_	Teen mothers 	Public	 MedHelp General 	6	This is a group for all the teen mothers who are going through the struggle of teen parenting.
the_patriot_	the patriot 	 Private 	 MedHelp General 	2	This is a private group to discuss current events in a manner that is peaceable and in a manner that has dignity and pride in our country and the freedoms that this country is based upon. Please send a PM to peggy64 to join.
teenage_pregnancy	Teenage Pregnancy	Public	 Pregnancy 	2	Are you a teenager and and expecting a child? If so, please join this group
the_tech_area	The Tech Area	Public	 MedHelp General 	1	Feel free to talk about technology.  Ask questions or post up news.  Anything tech related feel free to post here.
LNO	The Biggest Loser Challenge - LNO	 Private 	 Healthy Living 	3	Hello and welcome!I am glad to see you have made a conscious choice to live a healthier, happier life. My goal is to empower, support, and hold you accountable as we reach our personal weight loss goals. Through this website we will be able to communicate and provide tips, see how everyone is coming along as well as keep track of all activity from eating to excercise and more.At the end of each week, you are required to weigh in, and BE HONEST .. because your only hurting yourself if you dont. If you find that you are struggling , please reach out. That is why we are here!I hope this is helpful and will allow you to see that YOU can do whatever it is that you set your mind too.... Which is Live a Healthy Lifestyle, right!During this process it is important to  follow the steps, stay hydrated and focused. You will recieve a positive affirmstions daily to help you along the way. It is important that YOU believe that YOU can and WILL accomplish this goal . A positive can do attitude will get you there! AND As long as your goals are healthy and realistic , you will come out with flying colors.Are You with me Ladies!!!!
teeth	teeth	Public	 MedHelp General 	4	do you like to have beautiful smile???!!!you may have some problems with your teeth!............we'll help you have white,healthy and strong teeth...!!
the_emotional_up_s_and_down_s_after_you_are_clean_	The Emotional Up's And Down's After You are Clean.	Public	 Mental/Emotional Health 	2	This is a Group to just talk about Anything. What ever you feel your ups and downs. You see when you stop doing what ever you drug maybe you have all kinds of Feelings you covered up. If you did those drugs to get away from something or you had no Idea that was going on and now you find yourself facing all kinds of Feelings. Well Start and share and I know I will and I sure hope anyone else that Joins this Group will Reach out to help...Or Listen...Thanks Rhea
texas_holdem_sit_and_go_tournaments	Texas Holdem Sit and Go Tournaments	Public	 Diabetes 	1	Texas Hold 'Em played in the Sit and Go (SNG) format is one of the most popular ways of playing the game online.  Regardless of the skill level of a player, these types of games can be enjoyed by everyone.http://www.playingtexasholdem4fun.co.uk/
teen_time__________d____	teen time!!! :-) :-D :-)	Public	 Adolescent Health 	8	this group isint just for teens its for peapol that want to have fun an post ANYTHING :-D, so have FUN :-D!!!
the_dream_to_go_green	The Dream to go Green	Public	 Healthy Living 	4	I would like to communicate with other people who are making positive changes in their lives to promote awareness about the environment and/or how they are becoming more environmental friendly.Please consider joing !
thyroid_support_group	Thyroid support group	Public	 Thyroid 	21	This is for anyone with day to day issues of coping with thyroid problems, how they affect you and what do you do to make your life better so that you can learn from this site and also help other people in a similar boat so to speak....
the_teen_lounge	The Teen Lounge	Public	 MedHelp General 	17	This group is for Teens with problems, questions and worries about their life and everything that goes with it.Join teens and lets begin!!!
teens_stories	Teens Stories	Public	 Mental/Emotional Health 	1	For all the teens out there who have had tough childhood stories and would like to share it with others.
the_outcasts	The OUTCASTS	Public	 Pain 	2	this is for the ppl how are left out on everything the emo the depressed and the diffrent if your diffrent in anyway feel free to join and talk about what is happening in your life
there_is_life_after_Bulimia	There is Life After Bulimia	Public	 Digestive 	1	I battled this disease for 30 years. Luckily I haven't had too many problems with my health.I am 60 years old now. I have a hiatal hernia and pain in the upper right quadrant of my belly, under my ribs. Any comments or questions?
thyroid_cancer	thyroid cancer	Public	 Thyroid 	3	Thought I would start a group for us that have been diagnosed with cancer.  Our test, surgeries, and Rai treatment.  A group that you can be yourself with to talk things out, ask questions and get answers from others going through the same thing.  To get support when it gets difficult, to pray and support each other through this new life we have been given.  And last but not least to remember to smile again.Smileyhappy   : )
the_writer_s_circle	The Writer's Circle	Public	 MedHelp General 	7	The writers circle is designed for persons with a passion for writing and is willing to share their work and feedback with others. This group caters to all Medhelp users who feel a need to break away from the heavy and lose themselves into something beautiful. Follow me.
teens_with_diabetes_	teens with diabetes 	Public	 Diabetes 	1	hi my name is biancia andrews and i am looking for teens that have diabetes to start a group  with me . you have to live in Michigan i believe that we can do this we can help each other out with diabetes we do not want to let diabetes take over us
thedoctors	The Doctors	Public	 General Health 	3	A group for people who like to diagnose problems, help others, or have wished to become doctors, are doctors, or are in the process of becoming doctors
thigh_pain	Thigh Pain - What is it?	Public	 Pain 	1	There are a lot of posts in a lot of forums about people, like me, who suffer from differing degrees of Thigh pain.  Most of us, again me included, have had it for a number of years and have no idea what causes it.  This group is for us to share ideas, tips or just to moan....
the_true_insanity_of_the_mental_health_field	THE TRUE INSANITY OF THE MENTAL HEALTH FIELD	Public	 Diabetes 	1	The nature of the treatment of mental health patients . Please share the true treatment you have seen over the years , and if you see improvement or decline or a miss diagnosis of the treatment establishment.  I have seen the destruction of myself along with others due to inability of Doctors to listen , and there addiction to the pharmaceutical  companies  . I can not understand why until i had enough to just say NO , to every new drug the drug, the  companies are pushing this week on T V . The rubber stamp doctors that no matter what you tell them already have a drug they were going to give you no matter what you said. I have had such terrible treatment in the last 20 years , not saying that prior to that it was any better , but I am just going to start when I first got clean and sober to be fair. I was treated with Depakote & Effexor for 15 years , and spent a large part of those years in the hospital for suicidal depression , and extreme mania insanity , always to show back up at Dr. Trans office , with the same treatment plan . In 2011 , I had all I could take and demanded to be treated with different meds , as I once was in 1978 , when a doctor  seen me because of the hospitalization of falling while on Lithium and spletting   my head open, Dr.Shore believed I had ADD , and bi polar , and started me on Ritalin for ADD, and Klonipin for mania from bi polar, and for the first time in years , I was free of the cycles and episodes, for over 1 year. In 1979 I started back drinking Alcohol again , and that was that until 1994. I ask for the same treatment plan from Dr.Tran , and after getting 2 other doctors to approve of this plan I went on to have one and a half bi polar free years until for no reason other than her despise , Dr. Tran took me off all bi polar meds and said I no longer had mania problems. In October 1 month from her chance to destroy my life she got her wish come true , I returned in full blown mania , ask to be hospitalized or at least give me meds and was ask to leave, I called again and ask what was i going to do that i was suicidal , and was told i could ask for a different doctor , on December with no one to help me I was put into mental health hospital for the possibility of hurting myself ,  and was put back on my mania meds , and now back to normal once again , can anyone explain why I just spent the last 4 months of my life in hell , and could not get help after 17 years of being seen by this doctor, how for her to try and put her ideas ahead of my safety, I almost lost my life .
travel	Travel	Public	 MedHelp General 	14	This is a group based around travel
trying_for_baby	trying for baby	Public	 Pregnancy 	257	any one trying for a baby plz come here and share your sucsess story's or your sad story's we will be here to support you x o x o
trying_to_conceive	Trying to conceive	Public	 Pregnancy 	1042	Tips, input and support for those trying to conceive. For great information to help in your journey... there are 3 searches I recommend. "The Beautiful Cervix Project", "My Egg and Me" and "Deanna's Plan". Each of them are featured in the first 3 posts in this group! Good Luck & Baby dust to all!!
thyroids_gone	Thyroids Gone	Public	 Thyroid 	34	For those that have had a Total or Partial Thyroidectomy and the recovery that happens after the surgery.  Getting one's life back, sharing in the ups and downs once our thyroid is gone.
thyroid_firbormyalgia	Thyroid/Firbormyalgia	Public	 Thyroid 	64	Discussion of symptoms for thyroid disorders and relationship to fibromyalgia.
ttc_naturally	TTC Naturally	Public	 Women's Health 	204	For all of us out there who are TTC on our own whether by charting, temping, taking herbals ETC.! I'm waiting on my lil pumpkin how bout you?
transfer_factors_and_immunity_support	TRANSFER FACTORS AND IMMUNITY SUPPORT	Public	 General Health 	2	FINALLY A PLACE WHERE EVERYONE CAN DISCUSS THE LATEST ADVANCES IN BIOMEDICAL RESEARCH TRANSFER FACTOR MOLECULES. HERE YOU CAN COMMENT, DICUSS, ASK QUESTIONS, SHARE STORIES ETC. LETS REALLY FIND OUT WHAT ALL THE NOISE IS ABOUT THATS BEING HEARD ALL OVER THE WORLD!
ttc_testimonies	TTC Testimonies	Public	 Pregnancy 	45	Okay many of us pray and patiently wait for our Lord to bless us with our little babies.  No matter what the situation is, what the complication is, or the things that we have to have done to be able to conceive.  So I have created (since there is a praying group, which I am part of) a group for women that have been in our shoes waiting for their babies...and went through some storms, trials, and tribulations to get their babies....Trust me your stories and testimonies will help us keep our joy and our sanity!....  The Lord gives us obstacles so that we can help the next person ....so Ladies that are now mothers........WHAT IS YOUR TESTIMONY!
thyroid____damm_i_wish_it_was_back	Thyroid....damm I wish it was back	Public	 Cancer 	7	This is a place to let out your emotions, your problems, your situations, your lonliness and above all your understanding of no thyroid.If we cant help, at least you are venting your frustrations.
trying_to_conceive_after_miscarriage	Trying to Conceive after Miscarriage	Public	 Pregnancy 	161	How long have you been TTC after miscarriage, and when did your 1st period arrive?
to_god__be_the_glory	TO GOD  BE THE GLORY	Public	 MedHelp General 	61	matthew 18;20For where two or three are gathered together in my name, there am I in the midst of them.  come and praise the lord  and tell about the blessing in your life.come here if you need prayer,   come be blessed!!!!!!!!!!!!!!!!!!!!!!!!
ttc_young	TTC Young	Public	 Pregnancy 	59	For all the girlies who are young but are TTC! YouÂ´re not alone!
ttc_using_vitex_	TTC using Vitex 	Public	 Women's Health 	25	Using Vitex and TTC with PCOS
transgender_support	Transgender support	Public	 Mental/Emotional Health 	7	This is a group for transgendered people to have each other as a support group helping cope with there transitions. all are welcome but please be respectful and supportive
trying_to_get_pregnant_after_having_marena_removed	Trying to get pregnant after having Marena removed	Public	 Pregnancy 	6	I have had the Marena in for 2 1/2 years and having it removed 10/19/10. We will be trying to get pregnant ASAP but want to try for a girl since we have 3 boys. Please give me any info u can to help us out. Thanks
too_much_to_handle_	too much to handle 	 Private 	 Mental/Emotional Health 	1	when your told you have depression, your put on meds, but you just don't know what to think or feel about it. you want to pain and suffering of your life to end, but don't want to hurt the one's you love. here you can talk and let the weight of the world loose or give tips of dealing with depression and be heard for what u truely are a person who's confused and lost and wondering whats going to happen next note: you don't have to share if you don't feel comfertable you can just listen or use these tips and see your not alone and thats all you need some times
ttc_after_m_c_community_	TTC After M/C Community 	Public	 Pregnancy 	10	Hey there! And welcome to, TTC After M/C Community!I myself have experienced the grief due to loss. I know how hard it is, and I know how much it helps to talk about it and to let my feelings out. Here in the TTC After M/C Community your free to do just that. Come here to be uplifted and discuss your journey of trying to conceive after the devastation of miscarriage. Be encouraged, inspired, and reassured. -ksh09
trying_for_the_fourth_baby_	Trying for the fourth baby 	Public	 Diabetes 	2	it's about all moms trying for a fourth baby !
thyroid_hormone_disorders	Thyroid/Hormone Disorders	Public	 Thyroid 	12	Hypothyroidism/Hormone Imbalance, muscle pain/headaches,weakness,etc....
ttc_and_obese	TTC AND OBESE	Public	 Pregnancy 	9	FOR THOSE OF US WHO ARE BBW AND TTC
ttc_over_45_new_hope_fertility	TTC Over 45 NewHopeFertility	Public	 Pregnancy 	7	A site where us AMA Mamma Wanna B's Can Go to find other AMA Wanna B's that might be using New Hope Fertility Or Considering it. A place where we can discuss our options as AMA's!
thyroid_test_nornal__still_have_alot_of_symptoms	thyroid test nornal, still have alot of symptoms	Public	 Thyroid 	9	had thyroid test, panel came normal from what doc say.i still have so many symptoms, like low body temp, no libido, anxiety and depression, ears don't stop ringing, losing or gone outter edge eyebrows, loss of short term memory, no energy, brain fog, just don't feel right,  and list goes on.
trying_to_conceive_over_35	Trying to conceive over 35	Public	 Pregnancy 	3	Hi,I noticed that there is no group for women 35-39yrs...so here it is. A group for men/women who want to conceive by whatever means whether naturally or with medical assistance. Hopefully we can come together and share our joys and frustrations and support each other.
ttcaftermirena	TTC after Mirena	Public	 Pregnancy 	6	For women who have had the Mirena removed and are trying to conceive. It's hard finding someone who is going through exactly what you are. This is a place for women to come together so we can compare and contrast. What are you using or going by? BBT, CM, OPKs?
ttc_after_a_miscarriage	TTC After A Miscarriage	Public	 Pregnancy 	1	My Name is Deanna Marie and I am a young 18 year old woman ttc after a miscarriage.Join me if you are also going thru the same situation.Here you can feel free to share stories, give advice, and let your opinions roam freely without any worry of judgement or criticism.Every woman is beautiful in every way, come here for support and help if you need it.TTC After A Miscarriage will be home to all women who have had to go thru the misfortunes of losing a young soul.
ultrametabolism_diet	Ultrametabolism Diet	Public	 Healthy Living 	9	A group for anyone who wants to try or has tried the Ultrametabolism Diet. You don't have to starve yourself to lose weight. It's not about eating less, it's about eating smarter.
ubi_immunotherapy	UBI Immunotherapy	Public	 Asthma & Allergy 	1	Group to discuss autologous immunotherapy using extracorporeal ultraviolet blood irradiation
ptype_2_respiratory_faliure	Type 2 respiratory faliure	Public	 Senior Health 	2	My father 66 , a COPD on resiratory failure also is a patient of moderate to severe irritable bowel (IBS) want to learn from other peoples experiences and share my own.
unknown_illnesses	Unknown Illnesses	Public	 Infectious Diseases 	35	A place where people can share their symptoms and struggles with the unknown.
tv_tv_tv_	TV TV TV!	Public	 Women's Health 	9	do you love reality TV?...biggest loser? ..survior??..bad girls club?..dancing with the stars?.. american idol?..real world/road rules challange?...any tv shows??...well im a total reality tv junkie and love every min of it!!..and would love to talk to everyone else who watches these or any shows....lets chat!!!
viral_myocarditis	Viral Myocarditis	Public	 Heart 	3	I am a 48 yr old male who was diagnosed with viral myocarditis 15 months ago.  My EF at one point was 12% but has since been 55% to 65%.  I have always been very active, a non-smoker, non-drinker, no history of high BP or heart disease, which the doctors attributed my thus-far recovery to.  At present time I am on Coreg CR, simvastatin, 81 mg. 81 mg aspirin.  I was following a low-salt diet at the advice of my doctors but have since been instructed to increase my daily salt intake.  I have had a echocardiogram w/bubble test, stress test, several ultrasounds with results indicating that a heart cath is not necessary.  My questions are 1. Has anyone experienced skin sensitivity around the left side area and some aching in the ribs? 2. Shoulder blade popping, muscle cramping on left side of back and joint discomfort? 3. Does anyone know what a normal recovery time is for myocarditis and is the side pain and shoulder popping/muscle cramping any side effects of this illness? I would like to communicate with others that have had myocarditis.
unhealed_broken_coccyx_pain	Unhealed broken coccyx pain	Public	 Pain 	7	I broken my tailbone on slippery wet steps two years ago and it is still broken.  I am looking into surgery with my doctor.  I broke it in half and when I intially broke it the urgent care doctor said he has not seen such a break in over 13 years.  I was shocked yet never thought I be in so much pain for so long at age 26.  I want to chat with people with the same problems and hear stories on what they have done.
tying_the_knot	Tying The Knot	Public	 MedHelp General 	14	A group to discuss everything related to weddings, from invitations and rings to flower arrangements and bridal showers. If you're planning a wedding, or participating in one, please join us and share your stories.
b6_toxicity	Vitamin B6 Toxicity	Public	 Pain 	37	Vitamin B6 is a water-soluble vitamin that can result in nerve damage when too much is taken in the form of supplements. B6 is found naturally in most grains such as flax and wheat. Many vitamin supplements and diet pills also contain more than the daily requirements of vitamin B6.B6 toxicity, also known as B6 overdose, is rare and most doctors are unfamiliar with it. It's becoming more common as manufacturers are adding B6 supplements to many vitamins and fortifying cereals.Symptoms commonly include a feeling of pins and needles, like nails being driven into you, generally in your hands and feet or anywhere else in your body where you've sustained nerve damage in the past. However, instead of pain, symptoms may include numbness. Either is refered to as neuropathy. Anytime you eat foods with certain forms of vitamin B in them (B1, B3, B6), your symptoms worsen for many hours. B6 toxicity is usually reversible by avoiding foods with vitamin B in them for 6 months to 3 years.
unconventional_therapy___art__music__story_telling__sharing	unconventional therapy - art, music, story telling, sharing	Public	 Alternative Medicine 	2	Art, music, sharing thoughts and ideas, perhaps have some effect on body and mind processes. Share your experiences of any kind of unconventional therapy which has helped you or your friends. Share your art, music,literary samples which may help someone.
vitex_and_ttc	Vitex and TTC	Public	 Women's Health 	13	TTC with PCOS and taking Vitex.
tying_to_conceive_after_a_partial_molar_pregnancy	tying to conceive after a partial molar pregnancy	Public	 Pregnancy 	3	i created this blog to get to know other women who have experienced a partial molar pregnancy. I had one miscarriage at 6 weeks and then three months later a partial molar pregnancy with no children yet. I desperately want to have a baby. :(
vicodin	Vicodin	Public	 Pain 	4	Hello My Name Is Jason I Been Useing For About 12 yearsI do normaly take 10-20 every day to few days but some months im doing 15-25+ a day One month i went threw 360 vicodin with out even thinking about it Im 23 atm an i probley do not have much time to liveI have very bad heart problems i dont know if its from the vicodin or if its from my kidenys,when i was younger i had problems an was in an out of the doctors i almost died many times,Vicodin has given me sleeping problems also i stay up for 2-3days on very little sleep an sometimes not even 2 hours every 2 days I my heart hurts who knows if its the vics or not i havent seen a doctor sadly everytime i go for my high blood pressure they ask me if im in pain an i say yes then they hand me 90 vicodin an send me on my wayi try not to take them but i do anyways to relax i wish there was something i could do but my blood pressure seems to feel low when i take vicodin the most i took in 6 hours was 19 pills sadly i almost died but i made it threw i just hope who gets this msg takes my warnning before its too late for you Please Do Not Over Do It >.>Please Post Your Stories
usmle_step_1_	usmle step 1 	Public	 Diabetes 	2	Hello,Â We are doing online courses for USMLE step-1, 2CK and CS for the last 10 years. All live lectures with animated slides, with MCQ .Latest way of preparation              For further details visit our website "mediclassonline.com" or contact directly onÂ mediclass.online@gmail.com.Â Â  Â  Â  Â  Â  For a live free demo please come on skype with my ID: âdrkhan58".Â  Under the supervision of usmle qualified teacher Â Â  Â  Â  Â  Â  Â  Â  Â  Â  Â Thanks and good luck Â  Â  Â  Â  Â  Â  Dr. Khan
tww	TWW	Public	 Pregnancy 	28	This is for anyone who is TWW, post any signs symptoms you might be having
vitex_and_royal_jelly_trying_ttc	Vitex and Royal Jelly trying TTC	Public	 Pregnancy 	1	Has anyone tried Vitex and Royal Jelly while TTC?
vegetarians_and_vegans	Vegetarians and Vegans	Public	 Healthy Living 	7	Group for vegetarians and vegans to share favorite recipes, foods, etc.
vibrating_inside___tingly_all_over__dna_upgrade_taking_place_	Vibrating inside ~ TINGLY ALL OVER~ DNA upgrade taking place?	Public	 General Health 	1	I had been waking up~ SHAKING INSIDE~ PULSE just RACING~ HAVING MIGRAINES & was CONSTANTLY SICK~ SORE THROATS~FEVERS~ I  researched Pineal Gland,& Chakras VERY THOROUGHLY~watched~"KYMATICA" ON YouTube~ & started meditating and am NOW LOVING LIFE~ AND QUIT SMOKING~ LIFE IS GRAND! ~Just thought I would share> as I KNOW THERE MUST BE ALOT of others OUT THERE WHOM ARE SENSITIVE & SICK & THINKIN THEY HAVE LYME OR SOMETHING AWFUL AS I DID~ GOOD LUCK! " THE GOVERNMENT & DOCTORS KNOW ARE DNA IS CHANGING~BY THE WAY"!!!!!
tubal_ligation___but_can_i_be	tubal ligation   but can i be	Public	 Pregnancy 	1	for the ones who have had a tubal ligation  and think they maybe pregnent  but dont know  and just wont to talk about it.
unknown___hypothyroid__antidepressants_	Unknown! (Hypothyroid, antidepressants)	Public	 Women's Health 	2	name is Brittney and I am a 22 year old female. (I'm short stature- 5 ft and about 120 lbs). I have a problem that has been going on for years. My symptoms include: extreme brain fog and fatigue, difficulty expressing words, overactive bladder (some days I could last 4 hours at a time and others I can't even last 10 minutes...I don't even drink as much water as I should but I go quite a lot), zero sex drive (I don't think I ever had one so I don't even know what it's like to have one...I'm very interested in guys but I don't ever get that sexual desire, and severe stomach cramps (not as much as in the past...I think it's because I haven't been eating as much breads/carbs). I have been on antidepressants since I was about 14 for OCD, anxiety, and mild depression. I started on Paxil on and off for a little while, and then I was put on Zoloft around the age of 18. I was on Zoloft for about two years or so. Then I tried Lexapro for a year. I was diagnosed with hypothyroid at age 18 and have been taking Levothyroxine (50mg) since. I have always been on the generic until just this week I wanted to try the brand name to see if that made a difference at all. My levels are normal but I don't feel normal. I decided to go off of antidepressants all together in July 2011. It has been almost 7 months and I still feel major brain fog and fatigue, constantly having to go to the bathroom, and zero sex drive...Although I think it has increased until I started Prozac last week (I only took it for 3 days and just switched to Bupropion XL 150 mg (generic Wellbutrin). I decided to try something again because I was told my symptoms could be because of depression...but I'm depressed because of my symptoms! I didn't feel any less tired, etc. while on the antidepressants in the past...Since Prozac causes sexual side effects, I didn't want to be on it. I have been to the endocrinologist, gastro, psychologist, urologist, cardiologist, etc...I am going to see a food allergist in 2 weeks. I thought maybe it could be a gluten intolerance...but I was tested for Celiacs last yr and it was negative...I was even tested for Lyme and that was negative as well.
vitamin_d_deficiency_acne_hairloss	vitamin D deficiency acne hairloss	 Private 	 MedHelp General 	1	Hi. i thought i had been suffering from hormonal symptoms for the past 4-5 years, acne, hairloss, moodyness, very irritable and depressed, allergies, the list goes on. i was tested by my integrative doctor adn she says i am very low in vit D, my level was a 4. i was also low in vit. A, magnesium, zinc, calcium, chromium, folate, and she put me on a probiotic. and took me off dairy adn gluten. my acne is worsening now. ive been off gluten for 3 months adn dairy also. i have been taking the vitamins for a little over a month. i have heard people say that things get worse before they get better with taking vitamin d. could this be it. my hairloss is also worsening. my nails are more brittle. i take 10,000 units or whtever a day. i am wondering if the vitamin deficiencies are my cause of my issues or if it could still be hormonal? why are my symptoms not gettting better when im taking all the supplements i am deficient in. the only thing i see any improvement in, i think, is my eyelashes. but everything else is worse. i feel hopeless and depressed. my skin is so oily and covered in acne. has anyone has luck with vitamin d and acne and hairloss? or any vitamins and these symptoms? and if so how long does it take to start seeing and feeling improvements?? i really need support through this. im a 28 year old woman. im suppose to feel great and attractive, but i feel horrible and ugly. its holding me back from living my life and im so tired!!
